"","id","creator","date","publisher","subject1","title"
"4722","Sinasapawocekiy15D","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4723","Sinasapawocekiy15E","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4724","Sinasapawocekiy15F","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4725","Sinasapawocekiy15G","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4726","Sinasapawocekiy15H","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4727","Sinasapawocekiy15I","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4728","Sinasapawocekiy15J","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4729","Sinasapawocekiy15K","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4730","Sinasapawocekiy16","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4731","Sinasapawocekiy16A","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4732","Sinasapawocekiy16B","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4733","Sinasapawocekiy16C","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4734","Sinasapawocekiy16D","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4735","Sinasapawocekiy16E","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4736","Sinasapawocekiy16F","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4737","Sinasapawocekiy16G","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4738","Sinasapawocekiy16H","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4739","Sinasapawocekiy16I","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4740","Sinasapawocekiy16J","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4741","Sinasapawocekiy16K","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4742","Sinasapawocekiy16L","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4743","Sinasapawocekiy16M","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4744","Sinasapawocekiy4","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4745","Sinasapawocekiy4A","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4746","Sinasapawocekiy4B","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4747","Sinasapawocekiy4C","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4748","Sinasapawocekiy4D","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4749","Sinasapawocekiy4E","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4750","Sinasapawocekiy4Sup","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4751","Sinasapawocekiy4SupA","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4752","Sinasapawocekiy4SupB","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4753","Sinasapawocekiy4SupC","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4754","Sinasapawocekiy5","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4755","Sinasapawocekiy5A","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4756","Sinasapawocekiy5B","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4757","Sinasapawocekiy5C","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4758","Sinasapawocekiy5D","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4759","Sinasapawocekiy5E","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4760","Sinasapawocekiy5F","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4761","Sinasapawocekiy5G","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4762","Sinasapawocekiy5H","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4763","Sinasapawocekiy5Sup","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4764","Sinasapawocekiy5SupA","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4765","Sinasapawocekiy5SupB","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Periodicals","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4766","Sinasapawocekiy5SupC","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4767","Sinasapawocekiy5SupD","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4768","Sinasapawocekiy5SupE","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4769","Sinasapawocekiy5SupF","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4770","Sinasapawocekiy6","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4771","Sinasapawocekiy6A","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4772","Sinasapawocekiy6B","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4773","Sinasapawocekiy6C","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4774","Sinasapawocekiy6Sup","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4775","Sinasapawocekiy6SupA","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4776","Sinasapawocekiy7","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4777","Sinasapawocekiy7Sup","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4778","Sinasapawocekiy8","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4779","Sinasapawocekiy8A","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4780","Sinasapawocekiy8B","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4781","Sinasapawocekiy8C","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4782","Sinasapawocekiy8D","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4783","Sinasapawocekiy8E","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4784","Sinasapawocekiy8F","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4785","Sinasapawocekiy8G","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4786","Sinasapawocekiy8H","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4787","Sinasapawocekiy8I","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4788","Sinasapawocekiy9","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4789","Sinasapawocekiy9A","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4790","Sinasapawocekiy9B","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4791","Sinasapawocekiy9C","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4792","Sinasapawocekiy9D","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4793","Sinasapawocekiy9E","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4794","Sinasapawocekiy9F","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4795","Sinasapawocekiy9G","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4796","Sinasapawocekiy9H","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4797","Sinasapawocekiy9I","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4798","Sinasapawocekiy9J",NA,1892,"Rev. Jerome Hunt, O.S.B.","Periodicals","S'ina sapa wocekiye taeyanpaha = Catholic Sioux Herald"
"4799","Sinasapawocekiy9K","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4800","Sinasapawocekiy9L",NA,1892,"Rev. Jerome Hunt, O.S.B.","Periodicals","S'ina sapa wocekiye taeyanpaha = Catholic Sioux Herald"
"4801","Sinasapawocekiy9Sup","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4802","Sinasapawocekiy9SupA","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4803","Sinasapawocekiy9SupB","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4804","Sinasapawocekiy9SupC","St. Paul's Catholic Indian Mission of the Yankton Tribe of the Sioux Indians",1892,"Fort Totten, N.D. : Rev. Jerome Hunt, O.S.B","Catholic Church","S'ina sapa wocekiye taeyanpaha = Catholic Sioux herald"
"4805","Sinasapawocekiy9SupD",NA,1892,"Rev. Jerome Hunt, O.S.B.","Periodicals","S'ina sapa wocekiye taeyanpaha = Catholic Sioux Herald"
"4806","SinceKatywaitre00Bibo",NA,1919,"New York (1587 Broadway) : Irving Berlin, Inc.","Songs and music","Since Katy the waitress : became an aviatress"
"4807","sirwilliampennh00hami","Hamilton, Hugh, b. 1847",1920,"Harrisburg, Pa. : Press of Central Print. and Pub. House","Penn, William, 1644-1718","Sir William Penn : his proprietary province and its counties : those of the commonwealth of Pennsylvania, with the chronology, etymology and genealogy of the counties"
"4808","Sixtymileshour00Hage",NA,1910,"New York : Jos. Morris Co.","Songs and music","Sixty miles an hour : [march and two-step]"
"4809","sketchoflifeandl00bay",NA,1910,"Boston, The Garden Press","Copley, John Singleton, 1738-1815","A Sketch of the life and a list of some of the works of John Singleton Copley"
"4810","skyfightersoffr00farr",NA,1919,"Boston, New York, Houghton Mifflin company","World War, 1914-1918","Sky fighters of France, aerial warfare, 1914-1918"
"4811","Skylark00Depp",NA,1913,"Cleveland : Sam Fox Pub. Co.","Piano music","Skylark : waltz"
"4812","slatemirrorsofts01emmo","Emmons, George Thornton",1921,"New York : Museum of the American Indian, Heye Foundation","Tsimshian Indians","Slate mirrors of the Tsimshian"
"4813","Sleepymoon00VonT",NA,1915,"New York (125 W. 43rd St) : Harry Von Tilzer Music Pub. Co.","Portraits","Sleepy moon"
"4814","smallfrenchbuil00coff",NA,1921,"New York, C. Scribner's sons",NA,"Small French buildings; the architecture of town and country, comprising cottages, farmhouses, minor chateaux or manors with their farm groups, small town dwellings, and a few churches"
"4815","smallwonderspupp00coop","Cooper Union Museum for the Arts of Decoration",1949,"[New York",NA,"Small wonders, puppets and marionettes"
"4816","Smileon00Solm",NA,1909,"New York (102-104 W. 38th St.) : Jos. W. Stern & Co.","Songs and music","Smile on : the optimist's song"
"4817","smithsonia104261997smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4818","smithsonia19921996smit","Smithsonian Institution",NA,"[Washington, D.C.] : Smithsonian Institution","Smithsonian Institution","Smithsonian Institution five year prospectus"
"4819","smithsonia19931997smit","Smithsonian Institution",NA,"[Washington, D.C.] : Smithsonian Institution","Smithsonian Institution","Smithsonian Institution five year prospectus"
"4820","smithsonia912341971smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4821","smithsonian1001111988smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4822","smithsonian1002111989smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4823","smithsonian100211989smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4824","smithsonian1011111990smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4825","smithsonian101111990smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4826","smithsonian101211991smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4827","smithsonian10211992smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4828","smithsonian102161992smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4829","smithsonian102191992smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4830","smithsonian103111994smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4831","smithsonian103191994smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4832","smithsonian103291995smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4833","smithsonian104111996smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4834","smithsonian104141996smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4835","smithsonian104181996smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4836","smithsonian1051101998smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4837","smithsonian105141998smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4838","smithsonian1052101999smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4839","smithsonian1061102000smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4840","smithsonian1062102001smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4841","smithsonian107282003smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4842","smithsonian109262007smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4843","smithsonian111182010smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4844","smithsonian19921996smit","Smithsonian Institution",NA,"[Washington, D.C.] : Smithsonian Institution","Smithsonian Institution","Smithsonian Institution five year prospectus"
"4845","smithsonian19931997smit","Smithsonian Institution",NA,"[Washington, D.C.] : Smithsonian Institution","Smithsonian Institution","Smithsonian Institution five year prospectus"
"4846","smithsonian7711942smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4847","smithsonian81111950smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4848","smithsonian83211955smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
"4849","smithsonian8521959smit",NA,NA,"[Washington, D.C.] : U.S. Government Printing Office","Smithsonian Institution","[Smithsonian Institution appropriations hearings]"
